epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.2589,3.62224,5.61753,0.06736,0,0,0,0,4.01434,6.11237,0.05062,0.000119,0.000119,0.000119
